item_code,design_code,design_name,category,karat,gold_color,ring_size,diamond_grade,actual_net_weight,actual_diamond_weight,cert_lab,cert_number,hallmark_number,price,status
YRA-0133-18Y-18,SO-013,Aria Solitaire Ring,Solitaires,18Kt,Yellow,18,HI/SI,5.47,1.18,GIA,360542141,,138200.0,sold
YRA-0134-14R-6,SO-014,Luna Solitaire Ring,Solitaires,14Kt,Rose,6,JK/SI,4.806,0.79,GIA,340275577,,69700.0,in_stock
YRA-0134-14R-8,SO-014,Luna Solitaire Ring,Solitaires,14Kt,Rose,8,JK/SI,4.951,0.76,GIA,826689407,,69800.0,in_stock
YRA-0134-14R-18,SO-014,Luna Solitaire Ring,Solitaires,14Kt,Rose,18,IJ/SI,5.739,0.79,GIA,291303156,,89600.0,sold
YRA-0134-14Y-8,SO-014,Luna Solitaire Ring,Solitaires,14Kt,Yellow,8,HI/SI,4.951,0.76,GIA,717211047,,95000.0,sold
YRA-0134-14Y-18,SO-014,Luna Solitaire Ring,Solitaires,14Kt,Yellow,18,JK/SI,5.739,0.8,IGI,185740454,,77900.0,in_stock
YRA-0134-14Y-6,SO-014,Luna Solitaire Ring,Solitaires,14Kt,Yellow,6,IJ/SI,4.806,0.8,IGI,114263759,,82400.0,in_stock
YRA-0134-18R-18,SO-014,Luna Solitaire Ring,Solitaires,18Kt,Rose,18,IJ/SI,6.887,0.79,IGI,253243561,,110600.0,in_stock
YRA-0134-18R-8,SO-014,Luna Solitaire Ring,Solitaires,18Kt,Rose,8,JK/SI,5.941,0.79,GIA,123514106,,89000.0,in_stock
YRA-0134-18R-20,SO-014,Luna Solitaire Ring,Solitaires,18Kt,Rose,20,JK/SI,7.093,0.79,IGI,461552619,,100500.0,in_stock
YRA-0134-18Y-20,SO-014,Luna Solitaire Ring,Solitaires,18Kt,Yellow,20,IJ/SI,7.093,0.76,GIA,954164580,,111000.0,in_stock
YRA-0134-18Y-14,SO-014,Luna Solitaire Ring,Solitaires,18Kt,Yellow,14,HI/SI,6.492,0.79,IGI,885048211,,120700.0,in_stock
YRA-0134-18Y-18,SO-014,Luna Solitaire Ring,Solitaires,18Kt,Yellow,18,IJ/SI,6.887,0.8,IGI,936714403,,111100.0,in_stock
YRA-0135-14R-20,SO-015,Ivy Solitaire Ring,Solitaires,14Kt,Rose,20,HI/SI,4.118,0.69,GIA,615639169,,83100.0,in_stock
YRA-0135-14R-10,SO-015,Ivy Solitaire Ring,Solitaires,14Kt,Rose,10,IJ/SI,3.552,0.7,GIA,995592431,,66700.0,in_stock
YRA-0135-14R-12,SO-015,Ivy Solitaire Ring,Solitaires,14Kt,Rose,12,IJ/SI,3.659,0.67,GIA,318000361,,66000.0,in_stock
YRA-0135-14W-10,SO-015,Ivy Solitaire Ring,Solitaires,14Kt,White,10,JK/SI,3.552,0.68,IGI,556746649,,55200.0,in_stock
YRA-0135-14W-12,SO-015,Ivy Solitaire Ring,Solitaires,14Kt,White,12,HI/SI,3.659,0.68,IGI,702209427,,78600.0,in_stock
YRA-0135-14W-20,SO-015,Ivy Solitaire Ring,Solitaires,14Kt,White,20,JK/SI,4.118,0.67,GIA,812388150,,59500.0,sold
YRA-0135-18R-12,SO-015,Ivy Solitaire Ring,Solitaires,18Kt,Rose,12,HI/SI,4.391,0.71,GIA,423778072,,94100.0,in_stock
YRA-0135-18R-20,SO-015,Ivy Solitaire Ring,Solitaires,18Kt,Rose,20,IJ/SI,4.942,0.7,GIA,235982029,,86400.0,sold
YRA-0135-18R-10,SO-015,Ivy Solitaire Ring,Solitaires,18Kt,Rose,10,HI/SI,4.262,0.67,IGI,640917029,,90000.0,in_stock
YRA-0135-18W-20,SO-015,Ivy Solitaire Ring,Solitaires,18Kt,White,20,HI/SI,4.942,0.69,IGI,410975071,,98200.0,sold
YRA-0135-18W-12,SO-015,Ivy Solitaire Ring,Solitaires,18Kt,White,12,IJ/SI,4.391,0.69,IGI,435820454,,80400.0,sold
YRA-0135-18W-10,SO-015,Ivy Solitaire Ring,Solitaires,18Kt,White,10,JK/SI,4.262,0.67,IGI,683185648,,67800.0,sold
YRA-0136-14Y-14,SO-016,Maya Solitaire Ring,Solitaires,14Kt,Yellow,14,JK/SI,3.952,1.29,IGI,201063807,,81600.0,sold
YRA-0136-14Y-8,SO-016,Maya Solitaire Ring,Solitaires,14Kt,Yellow,8,HI/SI,3.617,1.29,GIA,223410613,,121600.0,in_stock
YRA-0136-14Y-10,SO-016,Maya Solitaire Ring,Solitaires,14Kt,Yellow,10,IJ/SI,3.725,1.3,GIA,501437612,,100100.0,in_stock
YRA-0136-14R-12,SO-016,Maya Solitaire Ring,Solitaires,14Kt,Rose,12,HI/SI,3.837,1.31,GIA,599428042,,124900.0,in_stock
YRA-0136-14R-8,SO-016,Maya Solitaire Ring,Solitaires,14Kt,Rose,8,JK/SI,3.617,1.3,IGI,244860571,,79200.0,sold
YRA-0136-14R-14,SO-016,Maya Solitaire Ring,Solitaires,14Kt,Rose,14,JK/SI,3.952,1.3,IGI,185390900,,82000.0,in_stock
YRA-0136-18W-8,SO-016,Maya Solitaire Ring,Solitaires,18Kt,White,8,HI/SI,4.34,1.29,GIA,596663238,,134800.0,in_stock
YRA-0136-18W-12,SO-016,Maya Solitaire Ring,Solitaires,18Kt,White,12,IJ/SI,4.604,1.3,IGI,298044680,,115100.0,in_stock
YRA-0136-18W-14,SO-016,Maya Solitaire Ring,Solitaires,18Kt,White,14,JK/SI,4.742,1.3,GIA,146305658,,96400.0,sold
YRA-0136-18Y-14,SO-016,Maya Solitaire Ring,Solitaires,18Kt,Yellow,14,IJ/SI,4.742,1.29,GIA,532018542,,115900.0,in_stock
YRA-0136-18Y-12,SO-016,Maya Solitaire Ring,Solitaires,18Kt,Yellow,12,IJ/SI,4.604,1.29,IGI,519320783,,114500.0,sold
YRA-0136-18Y-8,SO-016,Maya Solitaire Ring,Solitaires,18Kt,Yellow,8,IJ/SI,4.34,1.31,GIA,139332398,,113000.0,sold
YRA-0137-14R-10,SO-017,Nora Solitaire Ring,Solitaires,14Kt,Rose,10,JK/SI,2.993,1.1,IGI,613690628,,66500.0,in_stock
YRA-0137-14R-20,SO-017,Nora Solitaire Ring,Solitaires,14Kt,Rose,20,HI/SI,3.47,1.09,IGI,869918859,,106200.0,in_stock
YRA-0137-14R-18,SO-017,Nora Solitaire Ring,Solitaires,14Kt,Rose,18,IJ/SI,3.369,1.13,GIA,424938516,,88100.0,in_stock
YRA-0137-14Y-10,SO-017,Nora Solitaire Ring,Solitaires,14Kt,Yellow,10,HI/SI,2.993,1.13,GIA,600728320,,105100.0,in_stock
YRA-0137-14Y-14,SO-017,Nora Solitaire Ring,Solitaires,14Kt,Yellow,14,IJ/SI,3.175,1.12,IGI,200850202,,86000.0,sold
YRA-0137-14Y-20,SO-017,Nora Solitaire Ring,Solitaires,14Kt,Yellow,20,IJ/SI,3.47,1.1,IGI,126083173,,87400.0,in_stock
YRA-0137-18R-20,SO-017,Nora Solitaire Ring,Solitaires,18Kt,Rose,20,HI/SI,4.164,1.1,GIA,716219598,,119600.0,sold
YRA-0137-18R-14,SO-017,Nora Solitaire Ring,Solitaires,18Kt,Rose,14,HI/SI,3.81,1.13,IGI,775028832,,118200.0,in_stock
YRA-0137-18R-10,SO-017,Nora Solitaire Ring,Solitaires,18Kt,Rose,10,JK/SI,3.592,1.12,GIA,690328716,,78100.0,in_stock
YRA-0137-18W-14,SO-017,Nora Solitaire Ring,Solitaires,18Kt,White,14,IJ/SI,3.81,1.1,IGI,305390295,,96500.0,in_stock
YRA-0137-18W-20,SO-017,Nora Solitaire Ring,Solitaires,18Kt,White,20,JK/SI,4.164,1.13,GIA,743371675,,84200.0,in_stock
YRA-0137-18W-10,SO-017,Nora Solitaire Ring,Solitaires,18Kt,White,10,IJ/SI,3.592,1.1,GIA,150904228,,94300.0,sold
YRA-0138-14W-20,SO-018,Pia Solitaire Ring,Solitaires,14Kt,White,20,HI/SI,4.131,0.63,IGI,324960651,,79000.0,in_stock
YRA-0138-14W-18,SO-018,Pia Solitaire Ring,Solitaires,14Kt,White,18,IJ/SI,4.01,0.62,IGI,457887319,,66200.0,sold
YRA-0138-14W-16,SO-018,Pia Solitaire Ring,Solitaires,14Kt,White,16,HI/SI,3.894,0.62,IGI,973575894,,76300.0,sold
YRA-0138-14R-12,SO-018,Pia Solitaire Ring,Solitaires,14Kt,Rose,12,HI/SI,3.67,0.6,IGI,616202056,,73000.0,in_stock
YRA-0138-14R-16,SO-018,Pia Solitaire Ring,Solitaires,14Kt,Rose,16,HI/SI,3.894,0.62,GIA,349087524,,76300.0,sold
YRA-0138-14R-20,SO-018,Pia Solitaire Ring,Solitaires,14Kt,Rose,20,JK/SI,4.131,0.63,GIA,355337757,,58100.0,in_stock
YRA-0138-18W-16,SO-018,Pia Solitaire Ring,Solitaires,18Kt,White,16,JK/SI,4.673,0.63,IGI,446831986,,70300.0,in_stock
YRA-0138-18W-12,SO-018,Pia Solitaire Ring,Solitaires,18Kt,White,12,IJ/SI,4.404,0.63,IGI,337849305,,77300.0,in_stock
YRA-0138-18W-20,SO-018,Pia Solitaire Ring,Solitaires,18Kt,White,20,HI/SI,4.957,0.6,IGI,554065575,,91900.0,sold
YRA-0138-18R-16,SO-018,Pia Solitaire Ring,Solitaires,18Kt,Rose,16,HI/SI,4.673,0.64,GIA,723207101,,91900.0,in_stock
YRA-0138-18R-18,SO-018,Pia Solitaire Ring,Solitaires,18Kt,Rose,18,JK/SI,4.812,0.64,GIA,539553602,,72100.0,in_stock
YRA-0138-18R-12,SO-018,Pia Solitaire Ring,Solitaires,18Kt,Rose,12,JK/SI,4.404,0.6,GIA,211314512,,66500.0,in_stock
YRA-0139-14W-20,SO-019,Riya Solitaire Ring,Solitaires,14Kt,White,20,IJ/SI,4.299,0.89,GIA,211131300,,83000.0,in_stock
YRA-0139-14W-6,SO-019,Riya Solitaire Ring,Solitaires,14Kt,White,6,JK/SI,3.496,0.91,IGI,456284111,,63400.0,in_stock
YRA-0139-14W-12,SO-019,Riya Solitaire Ring,Solitaires,14Kt,White,12,JK/SI,3.82,0.89,GIA,707777714,,65400.0,sold
YRA-0139-14R-20,SO-019,Riya Solitaire Ring,Solitaires,14Kt,Rose,20,JK/SI,4.299,0.92,IGI,769260458,,70500.0,in_stock
YRA-0139-14R-6,SO-019,Riya Solitaire Ring,Solitaires,14Kt,Rose,6,JK/SI,3.496,0.89,IGI,856934675,,62700.0,in_stock
YRA-0139-14R-18,SO-019,Riya Solitaire Ring,Solitaires,14Kt,Rose,18,HI/SI,4.174,0.91,GIA,862039057,,99200.0,sold
YRA-0139-18Y-20,SO-019,Riya Solitaire Ring,Solitaires,18Kt,Yellow,20,IJ/SI,5.159,0.89,IGI,900621539,,98700.0,in_stock
YRA-0139-18Y-18,SO-019,Riya Solitaire Ring,Solitaires,18Kt,Yellow,18,JK/SI,5.009,0.9,GIA,759860340,,83900.0,in_stock
YRA-0139-18Y-6,SO-019,Riya Solitaire Ring,Solitaires,18Kt,Yellow,6,HI/SI,4.195,0.92,IGI,571743116,,107100.0,in_stock
YRA-0139-18W-6,SO-019,Riya Solitaire Ring,Solitaires,18Kt,White,6,HI/SI,4.195,0.91,GIA,498024819,,106400.0,in_stock
YRA-0139-18W-10,SO-019,Riya Solitaire Ring,Solitaires,18Kt,White,10,IJ/SI,4.451,0.89,IGI,231190397,,91700.0,in_stock
YRA-0139-18W-20,SO-019,Riya Solitaire Ring,Solitaires,18Kt,White,20,IJ/SI,5.159,0.91,IGI,450481807,,99800.0,in_stock
YRA-0140-14R-10,SO-020,Sia Solitaire Ring,Solitaires,14Kt,Rose,10,HI/SI,2.622,0.59,GIA,780466790,,63600.0,in_stock
YRA-0140-14R-14,SO-020,Sia Solitaire Ring,Solitaires,14Kt,Rose,14,IJ/SI,2.782,0.62,IGI,298793408,,56100.0,in_stock
YRA-0140-14R-12,SO-020,Sia Solitaire Ring,Solitaires,14Kt,Rose,12,JK/SI,2.701,0.62,IGI,826362198,,45800.0,in_stock
YRA-0140-14Y-6,SO-020,Sia Solitaire Ring,Solitaires,14Kt,Yellow,6,HI/SI,2.472,0.61,GIA,263221386,,63800.0,in_stock
YRA-0140-14Y-14,SO-020,Sia Solitaire Ring,Solitaires,14Kt,Yellow,14,JK/SI,2.782,0.62,IGI,316567187,,46500.0,sold
YRA-0140-14Y-8,SO-020,Sia Solitaire Ring,Solitaires,14Kt,Yellow,8,IJ/SI,2.546,0.62,GIA,205405728,,54100.0,in_stock
YRA-0140-18W-14,SO-020,Sia Solitaire Ring,Solitaires,18Kt,White,14,IJ/SI,3.338,0.59,GIA,293123382,,64600.0,in_stock
YRA-0140-18W-12,SO-020,Sia Solitaire Ring,Solitaires,18Kt,White,12,HI/SI,3.241,0.59,IGI,817013342,,74100.0,in_stock
YRA-0140-18W-8,SO-020,Sia Solitaire Ring,Solitaires,18Kt,White,8,IJ/SI,3.055,0.6,IGI,539368289,,62300.0,in_stock
YRA-0140-18R-10,SO-020,Sia Solitaire Ring,Solitaires,18Kt,Rose,10,HI/SI,3.146,0.6,GIA,866904992,,73900.0,in_stock
YRA-0140-18R-14,SO-020,Sia Solitaire Ring,Solitaires,18Kt,Rose,14,IJ/SI,3.338,0.61,IGI,513460051,,65700.0,in_stock
YRA-0140-18R-12,SO-020,Sia Solitaire Ring,Solitaires,18Kt,Rose,12,IJ/SI,3.241,0.61,IGI,329941892,,64700.0,in_stock
YRA-0141-14R-18,SO-021,Avni Solitaire Ring,Solitaires,14Kt,Rose,18,JK/SI,4.371,1.01,IGI,648846810,,74500.0,in_stock
YRA-0141-14R-12,SO-021,Avni Solitaire Ring,Solitaires,14Kt,Rose,12,IJ/SI,4.0,1.05,GIA,997463099,,89100.0,sold
YRA-0141-14R-6,SO-021,Avni Solitaire Ring,Solitaires,14Kt,Rose,6,IJ/SI,3.661,1.05,IGI,698175639,,86300.0,in_stock
YRA-0141-14W-8,SO-021,Avni Solitaire Ring,Solitaires,14Kt,White,8,IJ/SI,3.77,1.02,IGI,408988217,,85600.0,in_stock
YRA-0141-14W-18,SO-021,Avni Solitaire Ring,Solitaires,14Kt,White,18,IJ/SI,4.371,1.04,GIA,757206664,,91600.0,sold
YRA-0141-14W-12,SO-021,Avni Solitaire Ring,Solitaires,14Kt,White,12,IJ/SI,4.0,1.02,IGI,543826504,,87500.0,in_stock
YRA-0141-18Y-16,SO-021,Avni Solitaire Ring,Solitaires,18Kt,Yellow,16,HI/SI,5.093,1.05,GIA,908001352,,125200.0,in_stock
YRA-0141-18Y-18,SO-021,Avni Solitaire Ring,Solitaires,18Kt,Yellow,18,JK/SI,5.245,1.05,IGI,849397928,,91900.0,sold
YRA-0141-18Y-6,SO-021,Avni Solitaire Ring,Solitaires,18Kt,Yellow,6,HI/SI,4.393,1.04,IGI,433040824,,117600.0,in_stock
YRA-0141-18R-18,SO-021,Avni Solitaire Ring,Solitaires,18Kt,Rose,18,JK/SI,5.245,1.04,GIA,779912238,,91600.0,in_stock
YRA-0141-18R-12,SO-021,Avni Solitaire Ring,Solitaires,18Kt,Rose,12,HI/SI,4.8,1.03,IGI,431256323,,120900.0,in_stock
YRA-0141-18R-16,SO-021,Avni Solitaire Ring,Solitaires,18Kt,Rose,16,IJ/SI,5.093,1.03,GIA,809910639,,105500.0,in_stock
YRA-0142-14Y-10,SO-022,Bela Solitaire Ring,Solitaires,14Kt,Yellow,10,HI/SI,3.768,1.08,GIA,420004051,,107900.0,sold
YRA-0142-14Y-12,SO-022,Bela Solitaire Ring,Solitaires,14Kt,Yellow,12,HI/SI,3.881,1.09,GIA,937832559,,109600.0,in_stock
YRA-0142-14Y-18,SO-022,Bela Solitaire Ring,Solitaires,14Kt,Yellow,18,IJ/SI,4.241,1.09,IGI,145693651,,93200.0,in_stock
YRA-0142-14R-10,SO-022,Bela Solitaire Ring,Solitaires,14Kt,Rose,10,IJ/SI,3.768,1.08,IGI,666513649,,88800.0,sold
YRA-0142-14R-12,SO-022,Bela Solitaire Ring,Solitaires,14Kt,Rose,12,HI/SI,3.881,1.06,IGI,694129054,,107500.0,in_stock
YRA-0142-14R-18,SO-022,Bela Solitaire Ring,Solitaires,14Kt,Rose,18,HI/SI,4.241,1.07,IGI,184631500,,111200.0,in_stock
YRA-0142-18Y-12,SO-022,Bela Solitaire Ring,Solitaires,18Kt,Yellow,12,IJ/SI,4.657,1.09,IGI,602224956,,104400.0,in_stock
YRA-0142-18Y-10,SO-022,Bela Solitaire Ring,Solitaires,18Kt,Yellow,10,IJ/SI,4.522,1.08,GIA,915028983,,102500.0,sold
YRA-0142-18Y-16,SO-022,Bela Solitaire Ring,Solitaires,18Kt,Yellow,16,JK/SI,4.94,1.07,GIA,918759183,,89700.0,in_stock
YRA-0142-18R-10,SO-022,Bela Solitaire Ring,Solitaires,18Kt,Rose,10,JK/SI,4.522,1.08,IGI,785832729,,85900.0,sold
YRA-0142-18R-16,SO-022,Bela Solitaire Ring,Solitaires,18Kt,Rose,16,IJ/SI,4.94,1.07,IGI,765132225,,106100.0,sold
YRA-0142-18R-12,SO-022,Bela Solitaire Ring,Solitaires,18Kt,Rose,12,IJ/SI,4.657,1.05,GIA,940294909,,102300.0,in_stock
YRA-0143-14Y-6,SO-023,Cia Solitaire Ring,Solitaires,14Kt,Yellow,6,IJ/SI,3.361,1.11,GIA,323587571,,87000.0,in_stock
YRA-0143-14Y-12,SO-023,Cia Solitaire Ring,Solitaires,14Kt,Yellow,12,JK/SI,3.673,1.11,IGI,625416627,,72500.0,sold
YRA-0143-14Y-20,SO-023,Cia Solitaire Ring,Solitaires,14Kt,Yellow,20,HI/SI,4.134,1.1,GIA,606615558,,112400.0,sold
YRA-0143-14W-20,SO-023,Cia Solitaire Ring,Solitaires,14Kt,White,20,HI/SI,4.134,1.11,GIA,960781229,,113100.0,in_stock
YRA-0143-14W-6,SO-023,Cia Solitaire Ring,Solitaires,14Kt,White,6,HI/SI,3.361,1.11,GIA,674599461,,106700.0,in_stock
YRA-0143-14W-12,SO-023,Cia Solitaire Ring,Solitaires,14Kt,White,12,HI/SI,3.673,1.09,GIA,527520817,,107900.0,in_stock
YRA-0143-18Y-20,SO-023,Cia Solitaire Ring,Solitaires,18Kt,Yellow,20,IJ/SI,4.961,1.09,GIA,225377765,,107400.0,in_stock
YRA-0143-18Y-18,SO-023,Cia Solitaire Ring,Solitaires,18Kt,Yellow,18,HI/SI,4.817,1.1,GIA,370291403,,126100.0,sold
YRA-0143-18Y-6,SO-023,Cia Solitaire Ring,Solitaires,18Kt,Yellow,6,JK/SI,4.033,1.1,GIA,404268882,,81800.0,sold
YRA-0143-18R-6,SO-023,Cia Solitaire Ring,Solitaires,18Kt,Rose,6,JK/SI,4.033,1.11,IGI,338644227,,82200.0,in_stock
YRA-0143-18R-20,SO-023,Cia Solitaire Ring,Solitaires,18Kt,Rose,20,HI/SI,4.961,1.09,GIA,382352524,,126800.0,sold
YRA-0143-18R-18,SO-023,Cia Solitaire Ring,Solitaires,18Kt,Rose,18,JK/SI,4.817,1.08,GIA,402715575,,88800.0,in_stock
YRA-0144-14R-20,SO-024,Dua Solitaire Ring,Solitaires,14Kt,Rose,20,JK/SI,6.808,0.84,GIA,703190586,,88200.0,in_stock
YRA-0144-14R-12,SO-024,Dua Solitaire Ring,Solitaires,14Kt,Rose,12,HI/SI,6.049,0.85,IGI,377040062,,110500.0,in_stock
YRA-0144-14R-14,SO-024,Dua Solitaire Ring,Solitaires,14Kt,Rose,14,HI/SI,6.23,0.83,IGI,136077749,,110600.0,in_stock
YRA-0144-14W-6,SO-024,Dua Solitaire Ring,Solitaires,14Kt,White,6,IJ/SI,5.536,0.84,GIA,814336684,,90600.0,in_stock
YRA-0144-14W-14,SO-024,Dua Solitaire Ring,Solitaires,14Kt,White,14,HI/SI,6.23,0.86,GIA,655873811,,112700.0,sold
YRA-0144-14W-12,SO-024,Dua Solitaire Ring,Solitaires,14Kt,White,12,JK/SI,6.049,0.84,GIA,144220212,,81900.0,in_stock
YRA-0144-18R-12,SO-024,Dua Solitaire Ring,Solitaires,18Kt,Rose,12,JK/SI,7.259,0.87,IGI,655009113,,105200.0,in_stock
YRA-0144-18R-14,SO-024,Dua Solitaire Ring,Solitaires,18Kt,Rose,14,HI/SI,7.476,0.86,GIA,333501284,,135500.0,in_stock
YRA-0144-18R-20,SO-024,Dua Solitaire Ring,Solitaires,18Kt,Rose,20,HI/SI,8.17,0.84,GIA,462858594,,140900.0,sold
YRA-0144-18Y-6,SO-024,Dua Solitaire Ring,Solitaires,18Kt,Yellow,6,IJ/SI,6.643,0.87,IGI,313693272,,112400.0,in_stock
YRA-0144-18Y-12,SO-024,Dua Solitaire Ring,Solitaires,18Kt,Yellow,12,HI/SI,7.259,0.87,GIA,931305772,,134000.0,sold
YRA-0144-18Y-14,SO-024,Dua Solitaire Ring,Solitaires,18Kt,Yellow,14,HI/SI,7.476,0.84,GIA,260660641,,134000.0,in_stock
YRA-0145-14R-16,SO-025,Ela Solitaire Ring,Solitaires,14Kt,Rose,16,HI/SI,5.863,0.83,GIA,290697288,,107600.0,in_stock
YRA-0145-14R-14,SO-025,Ela Solitaire Ring,Solitaires,14Kt,Rose,14,JK/SI,5.692,0.83,GIA,302093343,,78600.0,sold
YRA-0145-14R-12,SO-025,Ela Solitaire Ring,Solitaires,14Kt,Rose,12,JK/SI,5.526,0.84,IGI,667498399,,77600.0,in_stock
YRA-0145-14W-6,SO-025,Ela Solitaire Ring,Solitaires,14Kt,White,6,IJ/SI,5.057,0.82,GIA,738891257,,85600.0,in_stock
YRA-0145-14W-10,SO-025,Ela Solitaire Ring,Solitaires,14Kt,White,10,HI/SI,5.365,0.81,GIA,707304541,,102000.0,in_stock
YRA-0145-14W-14,SO-025,Ela Solitaire Ring,Solitaires,14Kt,White,14,HI/SI,5.692,0.8,GIA,322501105,,104000.0,in_stock
YRA-0145-18Y-10,SO-025,Ela Solitaire Ring,Solitaires,18Kt,Yellow,10,JK/SI,6.438,0.83,GIA,240844436,,95500.0,in_stock
YRA-0145-18Y-6,SO-025,Ela Solitaire Ring,Solitaires,18Kt,Yellow,6,HI/SI,6.068,0.81,GIA,550047169,,117900.0,in_stock
YRA-0145-18Y-16,SO-025,Ela Solitaire Ring,Solitaires,18Kt,Yellow,16,HI/SI,7.036,0.82,GIA,727592887,,128200.0,sold
YRA-0145-18W-6,SO-025,Ela Solitaire Ring,Solitaires,18Kt,White,6,IJ/SI,6.068,0.81,IGI,255908736,,103500.0,sold
YRA-0145-18W-12,SO-025,Ela Solitaire Ring,Solitaires,18Kt,White,12,HI/SI,6.631,0.82,GIA,398510751,,124200.0,in_stock
YRA-0145-18W-16,SO-025,Ela Solitaire Ring,Solitaires,18Kt,White,16,IJ/SI,7.036,0.81,GIA,711878454,,113100.0,in_stock
YRA-0146-14Y-16,SO-026,Fia Solitaire Ring,Solitaires,14Kt,Yellow,16,IJ/SI,6.184,0.65,GIA,804717597,,85900.0,in_stock
YRA-0146-14Y-8,SO-026,Fia Solitaire Ring,Solitaires,14Kt,Yellow,8,IJ/SI,5.494,0.68,GIA,905916193,,81700.0,in_stock
YRA-0146-14Y-10,SO-026,Fia Solitaire Ring,Solitaires,14Kt,Yellow,10,JK/SI,5.659,0.66,GIA,932751006,,71900.0,in_stock
YRA-0146-14W-16,SO-026,Fia Solitaire Ring,Solitaires,14Kt,White,16,HI/SI,6.184,0.68,IGI,573402479,,99600.0,in_stock
YRA-0146-14W-8,SO-026,Fia Solitaire Ring,Solitaires,14Kt,White,8,JK/SI,5.494,0.68,GIA,795894908,,71300.0,in_stock
YRA-0146-14W-10,SO-026,Fia Solitaire Ring,Solitaires,14Kt,White,10,JK/SI,5.659,0.69,IGI,834490030,,73000.0,in_stock
YRA-0146-18W-10,SO-026,Fia Solitaire Ring,Solitaires,18Kt,White,10,IJ/SI,6.791,0.67,IGI,238492571,,103200.0,in_stock
YRA-0146-18W-16,SO-026,Fia Solitaire Ring,Solitaires,18Kt,White,16,HI/SI,7.421,0.68,GIA,357868053,,122100.0,in_stock
YRA-0146-18W-8,SO-026,Fia Solitaire Ring,Solitaires,18Kt,White,8,IJ/SI,6.593,0.66,IGI,558320495,,100700.0,in_stock
YRA-0146-18R-8,SO-026,Fia Solitaire Ring,Solitaires,18Kt,Rose,8,JK/SI,6.593,0.65,IGI,524357584,,90200.0,in_stock
YRA-0146-18R-16,SO-026,Fia Solitaire Ring,Solitaires,18Kt,Rose,16,HI/SI,7.421,0.66,GIA,139625747,,120700.0,in_stock
YRA-0146-18R-10,SO-026,Fia Solitaire Ring,Solitaires,18Kt,Rose,10,HI/SI,6.791,0.65,GIA,599531008,,113700.0,in_stock
YRA-0147-14Y-20,SO-027,Gia Solitaire Ring,Solitaires,14Kt,Yellow,20,JK/SI,6.859,0.84,GIA,255814057,,88700.0,sold
YRA-0147-14Y-18,SO-027,Gia Solitaire Ring,Solitaires,14Kt,Yellow,18,HI/SI,6.659,0.83,IGI,877986676,,114200.0,sold
YRA-0147-14Y-6,SO-027,Gia Solitaire Ring,Solitaires,14Kt,Yellow,6,IJ/SI,5.577,0.84,IGI,207036021,,91000.0,in_stock
YRA-0147-14R-20,SO-027,Gia Solitaire Ring,Solitaires,14Kt,Rose,20,JK/SI,6.859,0.82,IGI,730865325,,87900.0,in_stock
YRA-0147-14R-6,SO-027,Gia Solitaire Ring,Solitaires,14Kt,Rose,6,JK/SI,5.577,0.82,GIA,196947389,,77300.0,in_stock
YRA-0147-14R-12,SO-027,Gia Solitaire Ring,Solitaires,14Kt,Rose,12,HI/SI,6.094,0.84,GIA,880234601,,110200.0,sold
YRA-0147-18R-20,SO-027,Gia Solitaire Ring,Solitaires,18Kt,Rose,20,HI/SI,8.231,0.85,GIA,136416089,,142300.0,in_stock
YRA-0147-18R-18,SO-027,Gia Solitaire Ring,Solitaires,18Kt,Rose,18,HI/SI,7.991,0.82,IGI,428672108,,137700.0,in_stock
YRA-0147-18R-12,SO-027,Gia Solitaire Ring,Solitaires,18Kt,Rose,12,JK/SI,7.313,0.82,GIA,373442744,,103800.0,sold
YRA-0147-18Y-18,SO-027,Gia Solitaire Ring,Solitaires,18Kt,Yellow,18,IJ/SI,7.991,0.82,GIA,328381918,,123200.0,sold
YRA-0147-18Y-6,SO-027,Gia Solitaire Ring,Solitaires,18Kt,Yellow,6,HI/SI,6.692,0.82,GIA,241406832,,124800.0,sold
YRA-0147-18Y-8,SO-027,Gia Solitaire Ring,Solitaires,18Kt,Yellow,8,HI/SI,6.893,0.84,GIA,978997225,,128200.0,sold
YRA-0148-14R-8,SO-028,Hia Solitaire Ring,Solitaires,14Kt,Rose,8,IJ/SI,3.598,0.82,IGI,247513910,,73500.0,in_stock
YRA-0148-14R-18,SO-028,Hia Solitaire Ring,Solitaires,14Kt,Rose,18,JK/SI,4.171,0.79,GIA,102552337,,64500.0,in_stock
YRA-0148-14R-10,SO-028,Hia Solitaire Ring,Solitaires,14Kt,Rose,10,HI/SI,3.706,0.81,IGI,379053242,,88200.0,in_stock
YRA-0148-14W-14,SO-028,Hia Solitaire Ring,Solitaires,14Kt,White,14,JK/SI,3.932,0.8,IGI,412652030,,62900.0,sold
YRA-0148-14W-20,SO-028,Hia Solitaire Ring,Solitaires,14Kt,White,20,JK/SI,4.296,0.81,IGI,849591320,,66300.0,in_stock
YRA-0148-14W-10,SO-028,Hia Solitaire Ring,Solitaires,14Kt,White,10,JK/SI,3.706,0.8,IGI,714882692,,61000.0,in_stock
YRA-0148-18Y-18,SO-028,Hia Solitaire Ring,Solitaires,18Kt,Yellow,18,IJ/SI,5.005,0.8,IGI,359997775,,92400.0,in_stock
